AD_ID;COD;DES
88963;135131;Strutture di diseguaglianza nella società contemporanea
88970;135088;Sistemi informativi
88977;150026;Le malattie mentali nella letteratura inglese
89010;154011;Topics in Cognitive Psychology
89012;150028;Prova finale
89090;45460;Termodinamica avanzata
89092;145129;Advanced analysis
89093;145130;Advanced geometry
89094;145131;Algebraic geometry I
89095;145132;Algebraic geometry II
89096;145133;Advanced Topics in Biomathematics
89097;145134;Coding theory
89098;145135;Computational algebra
89099;145136;Data analysis and exploration
89100;145137;Didactics of Mathematics
89101;145138;Differential Geometric Aspects in Mathematical Physics
89102;145139;Partial differential equations
89103;145140;Elliptic Curves and Cryptography
89192;21772;Storia della banca e del credito cooperativo
89194;145188;Special Topics in Coding Theory
89196;130279;Prova finale (Laurea Magistrale)
89203;140182;Lingua straniera - Inglese (B2)
89205;130285;Prova di informatica 
89208;140185;Lingua straniera - Inglese (B2)
89237;140188;Tirocinio
89238;M201_C1;Principles and problems of local development: economic aspects
89246;M201_C9;Project Cycle Management , Impact Assessment and Research Methodology
89323;121109;International entrepreneurship
89276;121103;Tirocinio
89288;130312;Storia del diritto medievale e moderno II
89357;FI26;Advanced course on foundamental interactions
89358;FI27;Advanced techniques in Experimental Physics
89362;FI31;Path Integral Quantisation
89363;FI32;Renewable Energies and Hydrogen Based Technologies
89365;FI34;Statistics for Data Analysis
89386;140190;Elementi di geotecnica
89385;121112;Diritto per la professione
89389;140193;Organizzazione del cantiere
89393;140197;Progettazione e costruzione di opere edili
89400;140204;Meccanica computazionale delle strutture 1
89436;140232;Idraulica ambientale
89403;140207;Ingegneria sismica e progettazione strutturale
89406;140210;Costruzioni in acciaio
89408;140212;Riabilitazione strutturale
89413;140217;Tecnica del controllo ambientale
89414;140218;Organizzazione del cantiere
89415;140219;Architettura e tecniche per l'edilizia sostenibile
89423;140227;Progetto di acquedotti e fognature
89437;140233;Gestione delle risorse idriche
89433;140229;Ingegneria fluviale
89445;140238;Fisica dell'atmosfera e del clima
89448;140241 ;Valutazione di impatto ambientale di piani e progetti
89454;140247;Progettazione integrata dell'ambiente e degli insediamenti
89455;140248;Stage di progetto nei contesti di cooperazione internazionale
89464;140257;Fondamenti di meteorologia e climatologia
89474;140267;Electronics for telecommunications
89477;140270;Integrated systems design
89478;140271;Advanced biomedical imaging and diagnostic
89486;140279;Ingegneria del software
89489;140282;Impianti chimici per l'industria alimentare
89491;140284;Trasmissione numerica
89496;140289;Sistemi di telerilevamento
89499;140292;Scienza e tecnologia dei materiali
89511;140304;Meccanica applicata alle macchine 1
89516;140309;Biomateriali e tecnologie biomediche
89518;140311;Corrosione e protezione dei materiali
89519;140312;Ingegneria del vetro
89520;140313;Materiali aeronautici e aerospaziali
89530;140318;Materiali nanostrutturati
89531;140319;Fisica delle superfici
89532;140320;Life cycle analysis
89533;140321;Materiali per l'elettronica
89536;140324;Biosensori
89537;140325;Durabilità ed affidabilità di materiali e impianti
89577;140364;Fisica generale
89578;140365;Disegno dell'architettura con Laboratorio Progettuale
89581;140368;Geometria
89582;140369;Economia ed estimo civile
89583;140370;Analisi matematica 2
89588;140375;Tecnologia e chimica applicata con elementi di chimica
89589;140376;Architettura e composizione architettonica 1 con Laboratorio Progettuale
88935;135130;Storia sociale_
88936;135082;Psicologia dello sviluppo
89005;120039;Economia dei mercati e degli intermediari finanziari
89006;120040;Gestione della produzione e della qualità
89023;121075;Politica monetaria
89024;121076;Storia d'impresa
89030;150030;Basi biologiche del comportamento sociale
89031;121079;Management delle operazioni straordinarie
89032;121080;Modelli di pianificazione e controllo delle operazioni straordinarie
89033;121081;Crisi e risanamento d'azienda
89034;121082;Nascita di nuove imprese
89035;121083;Knowledge management
89036;121084;Bilancio sociale e nuove forme di certificazione aziendale
89039;150031;Embodied Cognition
89042;153027;Ulteriori competenze linguistiche - Lingua spagnola
89043;153028;Ulteriori competenze linguistiche - Lingua francese
89044;130276;Storia moderna III
89047;121089;Processi aziendali nelle aziende pubbliche
89049;121091;Comunicazione aziendale
89051;121093;Tecnica professionale (ragioneria professionale)
89052;121094;Revisione aziendale - corso progredito
89055;145099;Biochimica
89058;145102;Biologia molecolare
89059;145103;Fisica II
89060;145104;Genetica
89061;145105;Matematica e Statistica II
89063;145107;Data and information integration
89064;145108;Laboratory of embedded control systems
89065;145109;Principle of computer graphics
89066;145110;Service oriented architectures and applications
89119;145156;Set theory
89121;145158;Stochastic processes (II modulo)
89126;145163;Experimental Methods in Material Science
89127;145164;Experimental Methods
89128;145165;Experimental Physics (advanced)
89129;145166;Many-Body Theory
89133;145168;Nuclear and Subnuclear Physics (advanced)
89136;145171;Optoelectronics
89138;145173;Quantum Field Theory
89142;145177;Statistical Mechanics
89145;145180;Physics of matter (advanced)
89153;145182;Prova finale (Laurea Magistrale Fisica)
89158;145185;Prova finale (Laurea Matematica)
89159;145186;Prova finale (Laurea Scienze e Tecnologie Biomolecolari))
89160;140181;Antennas for wireless communications
89210;140187;Altre attività
89223;121100;Tecnica delle ricerche di mercato
89225;124017;Tirocinio
89227;130296;Sociologia della globalizzazione
89228;130297;Logica
89229;130298;Interazione uomo-macchina con elementi di comunicazione
89262;145189;Communication sytems
89263;145190;Digital signal processing
89264;145191;Multimedia signal processing and communication
89265;145192;Data hiding
89266;55107;Prova Spagnolo B2
89282;121106;Formazione aziendale di base: Modelli di pianificazione e controllo delle operazioni straordinarie
89293;135151;Prerequisiti - Conoscenza e comprensione dei fenomeni sociali
89294;135152;Prerequisiti - Lingua inglese base
89311;120041;Diritto amministrativo
89337;IM67;Stages2
89339;IM69;Seminars2.25
89340;IM70;Seminars0.50
89341;IM71;Seminars2
89342;IM72;Seminars1.25
89343;IM73;Seminars3.25
89344;IM74;Seminars1.75
89345;IM75;Seminars0.75
89349;IM79;Courses2
89352;IM82;Schools10
89353;IM83;Schools5
89354;IM84;Schools7
89356;IM86;Schools8
89384;121111;Transformations in the world economy: implications for managers
89434;140230;Modellistica ambientale
89438;140234;Impianti di trattamento dei rifiuti
89440;140236;Protezione idraulica del territorio
89446;140239;Morfologia ed ecologia fluviale
89449;140242;Risorse energetiche del territorio
89451;140244;Impianti idroelettrici
89452;140245;Energie rinnovabili
89456;140249;Gestione e uso delle risorse idriche nei contesti in via di sviluppo
89458;140251;Ecologia applicata
89459;140252;Gestione di tecnologie sanitario-ambientali
89670;135167;Previsione sociale
89461;140254;Idrologia
89671;130318;Geografia del paesaggio e dell'ambiente
89469;140262;Processi di dispersione di inquinanti nell'ambiente
89473;140266;Computer vision
89479;140272;Advanced remote sensing systems for environment
89483;140276;Comunicazioni multimediali
89678;130325;Letteratura tedesca II
89493;140286;Strumentazione di misura
89591;140378;Scienza delle costruzioni
89682;130329;Lingua e traduzione tedesca II
88933;135097;Metodi e tecniche del servizio sociale II
88934;135102;Politica sociale
89007;121069;Tecnica professionale (valutazione d'azienda)
88940;135137;II tirocinio
89038;121086;Management dei servizi e della consulenza
89150;140178;Project course on multimedia networking
89151;140179;Project course on embedded systems
89152;140180;Project course on wireless tecnologies
89162;135147;Psicologia sociale
89163;135148;Storia contemporanea
89165;135139;Prova finale
89166;135140;Stage
89497;140290;Scienza dei materiali
89197;121096;Diritto delle procedure
89211;121097;Gestione contabile finanziaria d'azienda
89212;121098;Diritto tributario degli enti non profit e dell'impresa sociale
89215;130288;Verifica competenze in accesso - Laurea triennale in Beni culturali
89216;130289;Verifica competenze in accesso - Laurea triennale in Studi storici e filologico letterari
89224;130294;Tirocinio o Ulteriori attività formative (art. 10, comma 5, lettera d)
89239;M201_C2;Principles and problems of local development: legal aspects
89240;M201_C3;Principles and problems of local development: social and political aspects
89241;M201_C4;Principles and problems of local development: Financial aspects
89242;M201_C5;The management of diversities in society
89243;M201_C6;International organizations and regional governance
89244;M201_C7;Local development and entrepreneurship policies
89245;M201_C8;Sustainable local development
89247;M201_C10;The role of language and culture in international relations, economics and business
89250;130308;Verifica conoscenze linguistiche
89283;121107;Formazione aziendale di base: Sistemi informativi aziendali
89284;121108;Formazione aziendale di base: Processi aziendali nelle aziende pubbliche
89285;140189;Prova di conoscenza lingua italiana (A1)
89296;135154;Prerequisiti - Conoscenza e comprensione dei fenomeni sociali e politici
89298;152031;Colloquio clinico
89335;SI12;Thesis Seminar
89326;9004;INFORMATICA GIURIDICA
89336;SI13;History and Ideas
89501;140294;Progettazione meccanica e costruzione di macchine
89503;140296;Macchine
89506;140299;Impianti industriali
89508;140301;Progettazione e realizzazione dei materiali
89512;140305;Scienza e tecnologia dei materiali 2
89515;140308;Tecnologia dei metalli per l'ingegneria biomedica
89521;140314;Progettare con le materie plastiche
89527;140315;Materiali espansi
89534;140322;Laboratorio di meccanica dei materiali
89535;140323;Funzionalizzazione superficiale dei biomateriali
89538;140326;Progetto di macchine eoliche
89541;140329;Metallurgia e tecnologie metallurgiche
89546;140334;Computational materials science
89552;140340;Materiali per l'energia 
89555;140343;Materials characterization
89557;140345;Physical metallurgy & thermodynamics
89561;140349;Solid state physics
89564;140352;Introduction to Electronic Systems
89566;140354;Macchine II
89570;140358;Progettazione e controllo di prodotto e processo
89571;140359;Progetto del prodotto per la fabbricazione e l'ambiente
89574;140362;Wireless communications for robotics
89592;140379;Architettura tecnica 2 con Laboratorio Progettuale
89596;140383;Disegno automatico
89597;140384;Architettura e composizione architettonica 3 con Laboratorio Progettuale
89602;140389;Organizzazione del cantiere con Laboratorio Progettuale
89649;153030;Prova finale
89659;135156;Psicologia clinica del ciclo di vita
89661;135158;Analisi delle politiche pubbliche
89662;135159;Sociologia dell'organizzazione_
89663;135160;Sociologia della salute_
89664;135161;Diritto di famiglia
89666;135163;Sociologia dell'educazione
89668;135165;Sociologia dei gruppi
89669;135166;Metodi qualitativi applicati alle realtà territoriali
89672;130319;Economia politica
89673;130320;Economia aziendale
89676;130323;Letteratura inglese II
89677;130324;Letteratura spagnola II
89680;130327;Lingua e traduzione inglese II
89681;130328;Lingua e traduzione spagnola II
89683;130330;Lingua francese II
89689;130336;Bibliografia e biblioteconomia III - LM
89694;130341;Filosofia politica I
89695;130342;Filosofia politica II
89696;130343;Storia contemporanea IV - LM
89699;130339;Museografia - LM
89700;130344;Filologia germanica II - LM
89000;152027;Processi psicosociali nelle organizzazioni
89021;121073;Scelte pubbliche, incentivi e regolamentazione
89022;121074;Politica economica e sistemi di welfare
89025;121077;Economia dell'impresa cooperativa e non profit
89029;121078;Elementi di procedura professionale
89054;150032;Utilizzo risorse bibliografiche
89073;145117;Fisica generale II (II modulo)
89148;145181;Partial Differential Equations
89191;IM60;Structural nanocomposites
89195;130278;Prova finale
89202;130284;Italiano scritto
89253;121101;Crash course - Introduction to statistics
89299;145193;Physical Science Communication and Teaching methods
89259;121102;Economia applicata
89277;121104;Prova finale LM Management e consulenza aziendale
89317;145195;Ulteriori conoscenze linguistiche (tedesco b1)
89387;140191;Elementi di tecnica urbanistica
89388;140192;Laboratorio di ingegneria civile
89609;140391;Architettura del legno
89391;140195;Valutazione economica dei progetti
89392;140196;Elementi di costruzioni di strade
89394;140198;Programmazione costi e contabilità dei lavori
89395;140199;Controllo e gestione delle strutture civili
89396;140200;Complementi di informatica
89397;140201;Fondamenti di infrastrutture viarie
89398;140202;Meccanica dei fluidi
89399;140203;Scienza delle costruzioni
89402;140206;Stage e tirocinio esterno
89404;140208;Instabilità delle strutture
89405;140209;Costruzione di ponti
89407;140211;Costruzioni in legno
89409;140213;Recupero e conservazione degli edifici
89410;140214;Costruzione di strade
89411;140215;Costruzioni in sotterraneo
89412;140216;Opere di sostegno
89416;140220;Stabilità dei pendii
89417;140221;Controllo e monitoraggio delle strutture civili
89418;140222;Dinamica delle terre e delle rocce
89419;140223;Materiali innovativi per l'ingegneria civile
89610;140392;Architettura del paesaggio
89421;140225;Meccanica dei materiali e della frattura
89422;140226;Meccanica del continuo
89424;140228;Strutture speciali
89435;140231;Impianti di trattamento delle acque reflue
89439;140235;Progettazione di impianti di trattamento sanitario-ambientale
89447;140240;Rilevamento territoriale
89450;140243;Processi energetici termochimici
89453;140246;Metodi di cooperazione allo sviluppo e gestione partecipata dei progetti
89457;140250;Gestione dei rilasci solidi e liquidi nei contesti in via di sviluppo
89462;140255;Geotecnica
89463;140256;Ecologia
89466;140259;Cartografia numerica e GIS
89467;140260;Sistemi di gestione integrati per la qualità, la sicurezza e l'ambiente
89470;140263;Trattamento dei dati territoriali a supporto di decisioni
89471;140264;Ciclo dei materiali
89472;140265;Sicurezza dei luoghi di lavoro
89475;140268;Distributed systems
89476;140269;Hardware sotware codesign
89480;140273;Radar and radiolocalization
89481;140274;Strategia e politica aziendale
89482;140275;Ingegneria della qualità e dell'innovazione
89484;140277;Architetture degli elaboratori
89485;140278;Sicurezza dei dati
89487;140280;Programmazione per il web
89488;140281;Dinamica, controllo e automazione
89490;140283;Chimica fisica applicata
89498;140291;Meccanica dei solidi
89500;140293;Meccanica applicata alle macchine
89502;140295;Tecnologie e sistemi di lavorazione
89504;140297;Misure meccaniche e termiche 1
89505;140298;Seminario CIVIC.A.S.
89507;140300;Calcolo numerico
89510;140303;Laboratorio di metallurgia
89611;140393;Architettura e tecniche per l'edilizia sostenibile
89514;140307;Laboratorio di scienza e tecnologia dei materiali
89517;140310;Biomeccanica
89528;140316;Materiali e tecnologie per i beni culturali
89529;140317;Riciclo dei materiali
89539;140327;Materiali metallici e tecnologie per il product design
89595;140382;Tecnica urbanistica con Laboratorio Progettuale
89598;140385;Tecnica delle costruzioni con Laboratorio Progettuale
89600;140387;Urbanistica con Laboratorio Progettuale
89603;140390;Geotecnica
89612;140394;Caratteri dell'architettura storica
89613;140395;Conservazione, recupero e ristrutturazione degli edifici
89614;140396;Costruzioni in acciaio
89615;140397;Costruzioni in legno
89616;140398;Costruzioni in muratura
88943;135111;Sociologia dei processi culturali (progredito)
88944;135106;Politiche sociali e del lavoro in prospettiva comparata
88946;135083;Comunicazione, scienza e tecnica
88950;135146;Sociologia dell'educazione (progredito)
88954;135087;Filosofia del diritto
88958;135081;Comunicazione politica
88960;135114;Sociologia del lavoro (progredito)
88964;135127;Storia delle istituzioni politiche (progredito)
88966;135145;Sociologia delle cooperative e delle imprese sociali
88971;135092;Laboratorio di ricerca su Sistemi informativi
88972;135091;Laboratorio di ricerca su Lavoro e organizzazione
88981;154004;Research Design
88987;154013;Intro to Human Language
88989;154015;Language Resources and Ontologies
88990;154016;Intro to HCI
88994;154020;Intro to Programming Using Perl
88997;154023;Prototyping Interactive System
88999;154025;Digital libraries
89001;150027;Le basi cognitive e neurali delle abilità numeriche e di lettura
89002;153023;Psicologia del linguaggio e della comunicazione_
89003;152028;Le manifestazioni cognitive delle malattie del sistema nervoso centrale: dai geni al comportamento
89004;120038;Sistemi informativi aziendali_
89037;121085;Sistemi informativi aziendali
89089;20173;Laboratorio 2 (Globalizzazione e mercati finanziari)
89104;145141;Finite Fields and Symmetric Cryptography
89106;145143;Integral transforms
89108;145145;Mathematical Biology
89109;145146;Mathematical Logic
89112;145149;Elementary Mathematics from a Higher Viewpoint 1
89114;145151;Mathematical models for the Physical, Natural and Social Sciences
89116;145153;Experimental Physics Laboratory at High School Level I
89117;145154;Experimental Mathematics Laboratory at School Level
89118;145155;Modern Physics
89120;145157;Stochastic processes (I modulo)
89122;145159;Stochastic differential equations
89123;145160;Topology for Science
89124;145161;Biological Physics
89125;145162;Disordered Systems Physics
89130;145167;Mathematical Methods for Physics (advanced)
89134;145169;Nuclear Astrophysics
89135;145170;Nuclear Physics applied to Biomedicine
89137;145172;Particle Physics
89139;145174;Quantum mechanics (advanced)
89140;145175;Quantum Optics
89141;145176;Solid state Physics
89143;145178;History of Physics
89144;145179;Interaction of X Radiation with Matter
89146;SI10;Introductory Seminar Int. Eur. Law 
89147;SI11;Advanced Seminar Politics 3
89161;130277;Storia delle dottrine politiche III
89167;135129;Storia moderna
89169;35585;Storia moderna
89170;145187;Mathematical Finance I
89193;153029;Laboratorio Interazione uomo-macchina
89204;140183;Lingua straniera - Tedesco (B2)
89206;130286;Tirocinio o Ulteriori attività formative (art. 10, comma 5, lettera d)
89213;121099;Diritto dell'impresa cooperativa e sociale
89219;130290;Prova di conoscenza seconda lingua - Inglese
89220;130291;Prova di conoscenza seconda lingua - Francese
89222;130293;Prova di conoscenza seconda lingua - Tedesco
89248;130306;Applicazioni informatiche alla ricerca storica
89249;130307;Ulteriori conoscenze linguistiche
89251;130309;Verifica conoscenze informatiche
89275;130310;Storia del teatro greco I
89300;155130;Prova Finale (Laurea Magistrale)
89301;124018;Diritto commerciale
89314;130315;Lingua e letteratura catalana I
89324;9002;DIRITTO REGIONALE
89325;9003;DIRITTO DEGLI ENTI LOCALI
89327;IM59;Computational Material Science
89328;IM61;Impact of Nanotechnology on the coating industry
89329;IM62;Shot-peening & sand blasting
89330;IM63;Corso 3
89331;IM64;Workshop 2
89332;IM65;Workshop 1
89333;IM66;Scuola 4
89338;IM68;Seminars1.5
89346;IM76;Seminars6
89347;IM77;Seminars3
89348;IM78;Courses5
89350;IM80;Courses9
89351;IM81;Courses4
89355;IM85;Schools2
89367;IM88;Basic Spectroscopy for Materials Characterization
89368;IM89;Exp. mechanics of materials
89371;121110;Prova finale European master in Business Studies
89540;140328;Laboratorio di chimica
89542;140330;Advanced metals
89543;140331;Biomaterials science & technology
89544;140332;Ceramic science & technology
89545;140333;Composite science & technology
89547;140335;Electro ceramics
89548;140336;Energetica elettrochimica e delle superfici
89549;140337;Functionalization of surfaces
89008;154000;Foundations of Cognitive Psychology
89009;154002;Foundations of Cognitive Neuroscience
89011;154012;Topics in Cognitive Neuroscience
89013;150029;Tirocinio formativo
89014;152029;Prova finale
89015;152030;Tirocinio formativo
89018;151013;Prova finale
89019;151014;Tirocinio formativo
89020;153024;Tirocinio formativo
89040;153025;Project work
89041;153026;Ulteriori competenze linguistiche - Lingua tedesca
89045;121087;Organizzazione dell'impresa cooperativa e sociale
89046;121088;L'impresa e la corporate governance
89048;121090;Management pubblico
89050;121092;Management dell'impresa cooperativa e sociale
89053;121095;Finanza aziendale 2
89070;145114;Analisi numerica I
89071;145115;Calcolo delle probabilità I
89072;145116;Fisica generale II (I modulo)
89074;145118;Fondamenti di fisica matematica
89075;145119;Geometria III
89078;145120;Analisi matematica III
89079;145121;Chimica con esercitazioni di laboratorio
89080;145122;Fisica generale II
89081;145123;Introduzione alla fisica quantistica (I modulo)
89082;145124;Laboratorio di fisica II
89083;145125;Laboratorio di fisica III
89084;145126;Metodi matematici per la fisica I
89085;145127;Termodinamica avanzata
89086;145128;Meccanica analitica
89105;145142;Foundations of Analysis
89107;145144;Laboratory of Didactics of Mathematics
89110;145147;Mathematical Physics
89111;145148;Mathematical Foundations of Quantum Mechanics
89113;145150;Elementary Mathematics from a Higher Viewpoint 2
89115;145152;Numerical methods for PDE
89149;25815;Clinica processuale
89154;145183;Prova finale (Mathematical Sciences)
89157;145184;Prova finale (Laurea  Fisica)
89164;135149;Competenze linguistiche - lingua Inglese (B1)
89168;35586;Politiche pubbliche dell'UE (A)
89173;135150;Metodi e tecniche della ricerca sociale
89198;130280;Prova linguistica - Inglese
89199;130281;Prova linguistica - Francese
89200;130282;Prova linguistica - Spagnolo
89201;130283;Prova linguistica - Tedesco
89209;140186;Lingua straniera - Tedesco (B2)
89214;130287;Verifica competenze in accesso - Laurea triennale in Filosofia
89221;130292;Prova di conoscenza seconda lingua - Spagnolo
89286;130311;Verifica competenze in accesso - Informatica - Laurea triennale in Studi storici e filologico letterari
89287;9001;DEONTOLOGIA E RETORICA FORENSE
89295;135153;Prerequisiti - Informatica di base
89297;135155;Economia politica - Integrazione
89302;25817;Lab. appl.: United States Regulatory Law
89307;32097;Archeologia musicale del mondo antico (A)
89312;130313;Lingua portoghese I
89315;130316;Lingua e letteratura catalana II
89359;FI28;Applications of Synchrotron Radiation
89360;FI29;Effective Field Theory
89361;FI30;Nanoscienze and Nanotechnologies
89364;FI33;Statistical Mechnics of Disordered Systems
89374;130317;Storia contemporanea III - LM
89376;SB01;Laboratory Safety Course 
89377;SB02;Laboratory Safety Course 2
89378;SB03;Laboratory Safety Course 3
89379;SB04;Statistics
89380;SB05;Bioinformatics 
89550;140338;Materiali funzionali
89551;140339;Materiali metallici e tecnologie per l'energia
89553;140341;Materials for sustainable development
89554;140342;Materials modeling & design
89556;140344;Nanostructured materials 
89558;140346;Polymer science & technology
89559;140347;Product design
89560;140348;Siderurgia e fonderia
89562;140350;Communication networks and  Signal processing (image and video)
89563;140351;Electronics for robotics
89565;140353;Logistica e gestione impianti industriali
89568;140356;Measurement systems and Applications
89569;140357;Metodi per la progettazione industriale
89573;140361;Robotics and sensor data fusion
89575;155131;Advanced English Workshop
89579;140366;Sociologia urbana e Diritto urbanistico
89585;140372;Architettura tecnica 1 con Laboratorio Progettuale
89587;140374;Rilievo dell'architettura con Laboratorio Progettuale
89593;140380;Lingua inglese B2 CEF
88942;135138;Sociologia delle relazioni etniche (progredito)
88947;135109;Scienza, tecnologia e società
88948;135120;Sociologia delle generazioni
88951;135121;Sociologia delle migrazioni
88952;135095;Metodi di ricerca politica
88955;135084;Consumi e comunicazione
88956;135096;Metodi di ricerca storica
88957;135080;Analisi di dati longitudinali
88959;135090;Introduzione alla ricerca applicata
88962;135086;Diseguaglianze di genere e pari opportunità
88965;135089;Governo locale
88967;135115;Sociologia del turismo (progredito)
88968;135099;Pianificazione territoriale
88973;135076;Diritto amministrativo
88974;135141;Analisi delle politiche pubbliche
88978;154001;Basic Biology
88979;154005;Mathematics and Statistics
88980;154003;Neuroscience
88982;154006;Independent Studies
88983;154007;Foundations of Brain Imaging
88984;154008;Current Issues in Neuroscience: Language and Thought
88985;154009;Current Issues in Neuroscience: Animal Models
88986;154010;Text Processing
88988;154014;Machine Learning
88991;154017;Multimodal System
88992;154018;Intro to AI
88993;154019;Knowledge Representation
88995;154021;Text Processing applications
88996;154022;Computational Vision
88998;154024;Cognitive Linguistics
89056;145100;Biodiritto e Bioetica
89057;145101;Biologia dello sviluppo
89062;145106;Laboratory of Business Process Management and integration
89067;145111;Signals and systems
89091;140115;Control of mechanical systems
89207;140184;Altre attività
89226;130295;Acustica
89230;130299;Analisi matematica con elementi di algebra
89231;130300;Psicologia del linguaggio e della comunicazione
89232;130301;Introduction to human language
89233;130302;Teoria sociale
89234;130303;Storia del pensiero sociologico
89235;130304;Sociologia della religione
89236;130305;Filosofia della scienza
89254;45461;Comunicazioni elettriche
89278;121105;Master thesis
89280;25816;Lab. appl.: Il procedimento amministrativo
89313;130314;Lingua portoghese II
89316;145194;Ulteriori conoscenze linguistiche (inglese b2)
89318;145196;Ulteriori conoscenze linguistiche (francese B1)
89319;145197;Ulteriori conoscenze linguistiche (spagnolo b1)
89334;IA17;Environmental data management and analysis with GIS
89366;IM87;Materials Science and Technologies
89576;140363;Analisi matematica 1
89381;SB06;Bioinformatics 2
89580;140367;Storia dell'architettura moderna con Laboratorio
89584;140371;Storia dell'architettura contemporanea
89586;140373;Statica
89590;140377;Fisica tecnica
89594;140381;Architettura e composizione architettonica 2 con Laboratorio Progettuale
89599;140386;Costruzioni idrauliche con nozioni di Idraulica
89601;140388;Restauro architettonico con Laboratorio Progettuale
89626;140026;Elettronica dei sistemi digitali
89607;140253;Prova finale
89623;140355;Introduzione all'ingegneria ambientale
89619;140401;Pianificazione urbana
89621;140403;Riabilitazione strutturale
89627;40647;Fisica tecnica
89628;140258;Impianti di irrigazione
89629;140399;Approfondimenti di nutrizione umana
89630;140400;Approfondimenti di enologia
89631;140404;Economia e legislazione vitivinicola
89632;140402;Controllo e gestione della qualità vitivinicola
89633;140302;Gestione microbiologica della cantina
89634;140287;Complementi di genio vitivinicolo
89637;140405;Viticoltura biologica
89638;140406;Approfondimenti di genetica e fotosintesi
89645;45462;Ulteriori conoscenze linguistiche B2 (francese)
89648;121113;Management problems in a new economic environment 
89667;135164;Stage
89660;135157;Medicina sociale
89665;135162;Sociologia della famiglia_
89674;130321;Filologia germanica I
89675;130322;Letteratura francese II
89679;130326;Lingua e traduzione francese II
89684;130331;Lingua inglese II
89685;130332;Lingua spagnola II
89686;130333;Lingua tedesca II
89687;130334;Bibliografia e biblioteconomia I - LM
89688;130335;Bibliografia e biblioteconomia II - LM
89690;130337;Botanica applicata
89691;130338;Etruscologia
89693;130340;Restauro dei materiali
89705;130348;Letteratura spagnola II - LM
89702;130345;Glottodidattica
89703;130346;Letteratura francese II - LM
89709;130352;Lingua e cultura cinese II
89710;130353;Lingua e cultura russa II
89711;130354;Lingua francese II - LM
89713;130356;Lingua spagnola II - LM
89726;154026;Philsophy of Cognitive Neuroscience and Artificial Intelligence
89727;154027;Issues in social engineering
89728;154028;Master Thesis
89736;121117;Industrial and innovation analysis
89738;121119;Crash course - International accounting
89744;120047;Laboratorio lavoro nella pubblica amministrazione
89746;120049;Laboratorio tributario
89747;120050;Revisione e certificazione contabile
89751;120052;Econometria
89754;120055;Modelli di decisione per la gestione
89760;124021;Laboratorio dei mercati
89761;124022;Marketing e marketing dei servizi
89918;145257;Mathematical Finance II
89976;121148;Industrial organization
89979;145264;Microeconomia
89983;153032;L'intervento organizzativo per l'introduzione di sistemi socio-tecnici
90029;121152;International entrepreneurship
90064;25850;Istituzioni di diritto privato II
90072;25858;Diritto romano e fondamenti del diritto europeo
90075;25861;Diritto processuale amministrativo
90077;25863;Filosofia del diritto corso avanzato
90079;130366;Lingua e traduzione francese III
90080;130367;Lingua e traduzione spagnola III
90081;130368;Lingua e traduzione inglese III
90126;135188;Struttura sociale e disuguaglianze
90095;130382;Lingua tedesca III
90109;IM96;Stage8
90128;135190;Sociological approches to culture
90129;135191;Qualitative methods
90134;135196;Public policy evaluation
90135;135197;Comparative sociology
90136;135198;Communication, science and technology
90138;135200;Education and social inequalities
90139;135201;Analisi delle reti sociali
90319;140420;Approfondimenti di viticoltura
90142;135172;Analisi delle politiche territoriali e ambientali
90150;135174;Introduzione all’analisi empirica della società
90153;135177;Metodi e tecniche del servizio sociale III
90154;135178;Psicopatologia
90156;135181;Laboratorio metodi qualitativi
90160;135186;Sviluppo politico
90161;135187;Storia sociale
90165;150036;Analisi matematica
90166;150037;Psicometria
90173;150046;Analisi dei dati con applicazioni informatiche
90175;150049;Prova finale
90177;150051;Psicologia del linguaggio e della comunicazione
90179;150053;Psicologia della percezione e dell'attenzione
90185;150056;Personalità e motivazione
90186;153033;Analisi matematica con elementi di algebra
90189;153036;Semiotica della rappresentazione visiva
90190;153037;Interazione uomo-macchina con elementi di comunicazione multimodale
90191;153038;Informatica ed elementi di programmazione II
90192;153039;Linguistica generale e computazionale
90197;153044;Ulteriori competenze linguistiche - Lingua tedesca
90205;153052;Prova finale
90206;153053;Psicologia della memoria e dell'apprendimento
90210;153057;Informatica ed elementi di programmazione I
90264;130386;Pensiero ebraico II - LT
90301;145284;Advanced Topics in Theoretical and Computational Physics
90318;150057;Filosofia della scienza
90320;140421;Prova finale - Laboratorio tesi di laurea
90441;121218;European and international commercial law
90442;121219;Information system
90446;121223;Diritto commerciale 2
90449;121225;Marketing del turismo
90451;140422;Prova di conoscenza lingua inglese (B2)
90453;155311;Sociology of International Relations
90468;130399;Letteratura e cultura spagnola I
90470;130401;Letteratura e cultura tedesca I
90473;130404;Lingua e linguistica inglese I
90475;130406;Letteratura e cultura francese II
90476;130407;Letteratura e cultura spagnola II
90477;130408;Letteratura e cultura inglese II
90478;130409;Letteratura e cultura tedesca II
90479;130410;Lingua e linguistica francese II
90480;130411;Lingua e linguistica spagnola II
90481;130412;Lingua e linguistica inglese II
90482;130413;Lingua e linguistica tedesca II
90483;130414;Geografia I
90484;130415;Storia della scienza e delle tecniche
90485;130416;Storia del cristianesimo e delle chiese
90486;130417;Letteratura italiana contemporanea I
90487;130418;Letteratura latina medievale I
